chapter,ref
Chapter 11: Kāmavigarhaṇa,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147171
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147191
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=147211
Verses 61-73,/polyglotta/index.php?page=record&vid=77&level=2&cid=147231
Chapter 12: Arāḍadarśana,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147246
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147266
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=147286
Verses 61-80,/polyglotta/index.php?page=record&vid=77&level=2&cid=147306
Verses 81-100,/polyglotta/index.php?page=record&vid=77&level=2&cid=147326
Verses 101-120,/polyglotta/index.php?page=record&vid=77&level=2&cid=147346
Verse 121,/polyglotta/index.php?page=record&vid=77&level=2&cid=147366
Chapter 13: Māravijaya,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147369
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147389
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=147409
Verses 61-73,/polyglotta/index.php?page=record&vid=77&level=2&cid=147429
Chapter 14: Englightenment,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147444
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147464
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147465
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=147485
Verses 61-80,/polyglotta/index.php?page=record&vid=77&level=2&cid=147505
Verses 81-100,/polyglotta/index.php?page=record&vid=77&level=2&cid=147525
Verses 101-107,/polyglotta/index.php?page=record&vid=77&level=2&cid=147545
Chapter 15: Turning the Wheel of the Law,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147554
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147574
Verses 41-58,/polyglotta/index.php?page=record&vid=77&level=2&cid=147594
Chapter 16: Many Conversions,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147614
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147634
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=147654
Verses 61-80,/polyglotta/index.php?page=record&vid=77&level=2&cid=147674
Verses 81-95,/polyglotta/index.php?page=record&vid=77&level=2&cid=147694
Chapter 17: Conversion (pravrajyā) of the Great Disciples,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147711
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147731
Verse 41,/polyglotta/index.php?page=record&vid=77&level=2&cid=147751
Chapter 18: The Instruction of Anāthapiṇḍada,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147754
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147774
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=147794
Verses 61-80,/polyglotta/index.php?page=record&vid=77&level=2&cid=147814
Verses 81-87,/polyglotta/index.php?page=record&vid=77&level=2&cid=147834
Chapter 19: The Meeting of Father and Son,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147843
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147863
Verses 41-56,/polyglotta/index.php?page=record&vid=77&level=2&cid=147883
Chapter 20: Acceptance of Jetavana,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147901
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147921
Verses 41-58,/polyglotta/index.php?page=record&vid=77&level=2&cid=147941
Chapter 21: Progress (srotas) of the Mission,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=147961
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=147981
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=148001
Verses 61-65,/polyglotta/index.php?page=record&vid=77&level=2&cid=148021
Chapter 22: The Visit to Amrapāli's Grove,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=148028
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=148048
Verses 41-55,/polyglotta/index.php?page=record&vid=77&level=2&cid=148068
Chapter 23: Fixing the Factors of Bodily Life,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=148085
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=148105
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=148125
Verses 61-94,/polyglotta/index.php?page=record&vid=77&level=2&cid=148145
Chapter 24: Compassion for the Licchavis,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=148162
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=148182
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=148202
Verses 61-64,/polyglotta/index.php?page=record&vid=77&level=2&cid=148222
Chapter 25: The Journey to Nirvāṇa,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=148228
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=148248
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=148268
Verses 61-80,/polyglotta/index.php?page=record&vid=77&level=2&cid=148288
Verse 81,/polyglotta/index.php?page=record&vid=77&level=2&cid=148308
Chapter 26: The Mahāparinirvāṇa,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=148311
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=148331
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=148351
Verses 61-80,/polyglotta/index.php?page=record&vid=77&level=2&cid=148371
Verses 81-100,/polyglotta/index.php?page=record&vid=77&level=2&cid=148391
Verses 101-106,/polyglotta/index.php?page=record&vid=77&level=2&cid=148411
Chapter 27: Eulogy of Nirvāṇa,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=148419
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=148439
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=148459
Verses 61-80,/polyglotta/index.php?page=record&vid=77&level=2&cid=148479
Verses 81-84,/polyglotta/index.php?page=record&vid=77&level=2&cid=148499
Chapter 28: The Division of the Relics,javascript:;
Verses 1-20,/polyglotta/index.php?page=record&vid=77&level=2&cid=148505
Verses 21-40,/polyglotta/index.php?page=record&vid=77&level=2&cid=148525
Verses 41-60,/polyglotta/index.php?page=record&vid=77&level=2&cid=148545
Verses 61-75,/polyglotta/index.php?page=record&vid=77&level=2&cid=148565
Colophon,/polyglotta/index.php?page=record&vid=77&level=1&cid=148581
Title,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=1&cid=179514
Preface,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=1&cid=179515
Chapters 1-10,javascript:;
Chapter 1: Yamakavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179516
Chapter 2: Appamādavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179538
Chapter 3: Cittavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179552
Chapter 4: Pupphavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179565
Chapter 5: Bālavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179583
Chapter 6: Paṇḍitavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179601
Chapter 7: Arahantavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179617
Chapter 8: Sahassavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179629
Chapter 9: Pāpavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179647
Chapter 10: Daṇaḍavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179662
Chapters 11-20,javascript:;
Chapter 11: Jarāvaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179681
Chapter 12: Attavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179694
Chapter 13: Lokavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179706
Chapter 14: Buddhavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179720
Chapter 15: Sukhavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179741
Chapter 16: Piyavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179755
Chapter 17: Kodhavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179769
Chapter 18: Malavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179785
Chapter 19: Dhammaṭṭhavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179808
Chapter 20: Maggavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179827
Chapters 21-26,javascript:;
Chapter 21: Pakiṇṇavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179846
Chapter 22: Nirayavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179864
Chapter 23: Nāgavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179880
Chapter 24: Taṇhāvaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179896
Chapter 25: Bhikkhuvaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179924
Chapter 26: Brāhmaṇavaggo,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179949
Colophon,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=1&cid=179992
Additional verses not in the Pāli edition,javascript:;
Additional Gāndhārī verses,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179993
Additional Prakrit verses,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179994
Additional Chinese verses,/polyglotta/index.php?page=record&bid=2&vid=80&entity=80&kid=80&level=2&cid=179995
Title,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=1&cid=110491
Preface,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=1&cid=110492
Chapter I: Anityavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110494
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110504
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110514
Verses 31-40,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110524
Verses 41-42,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110534
Chapter II: Kāmavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110538
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110548
Chapter III: Tṛṣṇāvarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110560
Verses 11-18,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110570
Chapter IV: Apramādavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110580
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110590
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110600
Verses 31-38,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110610
Chapter V: Priyavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110620
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110630
Verses 21-27,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110640
Chapter VI: Śīlavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110649
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110659
Chapter VII: Sucaritavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110671
Verses 11-12,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110681
Chapter VIII: Vācavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110685
Verses 11-15,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110695
Chapter IX: Karmavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110702
Verses 11-19,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110712
Chatper X: Śraddhāvarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110723
Verses 11-16,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110733
Chapter XI: Śramaṇavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110743
Verses 11-15,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110753
Chapter XII: Mārgavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110760
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110770
Chapter XIII: Satkāravarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110782
Verses 11-18,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110792
Chapter XIV: Drohavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110803
Verses 11-16,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110814
Chapter XV: Smṛtivarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110823
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110833
Verses 21-26,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110846
Chapter XVI: Prakīrṇakavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110854
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110864
Verses 21-24,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110874
Chapter XVII: Udakavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110880
Verses 11-12,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110890
Chapter XXIII: Puṣpavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110894
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110904
Verses 21-21F,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110914
Chapter XIX: Aśvavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110923
Verses 11-14,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110938
Chapter XX: Krodhavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110947
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110957
Verses 21-22,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110967
Chapter XXI: Tathāgatavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110973
Verses 11-18,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110983
Chapter XXII: Śrutavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=110993
Verses 11-19,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111003
Chapter XXIII: Ātmavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111014
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111024
Verses 21-26,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111034
Chapter XXIV: Peyālavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111042
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111052
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111067
Chapter XXV: Mitravarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111079
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111089
Verses 21-25,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111099
Chapter XXVI: Nirvāṇavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111106
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111118
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111129
Verse 31,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111139
Chapter XXVII: Paśyavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111142
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111152
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111165
Verses 31-40,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111185
Verse 41,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111195
Chapter XXVIII: Pāpavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111198
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111208
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111218
Verses 31-40,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111228
Chapter XXIX: Yugavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111240
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111250
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111270
Verses 31-40,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111280
Verses 41-50,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111290
Verses 51-57,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111300
Chapter XXX: Sukhavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111309
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111319
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111329
Verses 31-40,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111339
Verses 41-50,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111349
Verses 51-52,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111359
Chapter XXXI: Cittavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111363
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111374
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111384
Verses 31-40,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111394
Verses 41-50,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111404
Verses 51-60,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111416
Chapter XXXII: Bhikṣuvarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111428
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111438
Title,/polyglotta/index.php?page=record&vid=263&level=1&cid=334638
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111448
Verses 31-40,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111458
Verses 41-50,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111468
Verses 51-60,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111478
Verses 61-70,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111488
Verses 71-80,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111498
Verses 81-82,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111508
Chapter XXXIII: Brāhmaṇavarga,javascript:;
Verses 1-10,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111512
Verses 11-20,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111523
Verses 21-30,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111533
Verses 31-40,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111544
Verses 41-50,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111558
Verses 51-60,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111570
Verses 61-70,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111581
Verses 71-80,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111592
Verses 81-83,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=2&cid=111602
Colophon,/polyglotta/index.php?page=record&bid=2&vid=71&entity=71&kid=71&level=1&cid=111606
Preface,/polyglotta/index.php?page=record&vid=263&level=1&cid=334639
§1-20,javascript:;
§1. tathāgatasya paryāyanāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334666
§2. nānātathāgatanāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334746
§3. samantaprabhābuddhabhūmiḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=334767
§4. asamasamapañcaskandhaḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=334768
§5. pañcajñānāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334774
§6. trikāyāḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=334780
§7. daśatathāgatabalāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334784
§8. catvāri tathāgatasya vaiśāradyāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334795
§9. aṣṭādaśāveṇikabuddhadharmāḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=334800
§10. dvātriṃśat tathāgatasya mahākaruṇāḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=334819
§11. trīṇy āvenikāni smṛtyupasthānāni nāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334852
§12. catvāry arakṣyāṇi,/polyglotta/index.php?page=record&vid=263&level=2&cid=334856
§13. catvāraḥ pratisaṃvidaḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=334861
§14. ṣaḍabhijñānāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334866
§15. abhijñākarmāṇi,/polyglotta/index.php?page=record&vid=263&level=2&cid=334874
§16. trīṇi prātihāryāṇi,/polyglotta/index.php?page=record&vid=263&level=2&cid=334895
§17. dvātriṃśanmahāpuruṣalakṣaṇāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334899
§18. aśīty anuvyañjanāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=334932
§19. sūtrāntoddhṛtāni tathāgatamāhātmyanāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335014
§20. ṣaṣṭyaṅgasarvanāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335108
§21-40,javascript:;
§21. prajñāpāramitodbhāvitasamādhināmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335169
§22. bodhisatvānāṃ sādhāraṇanāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335288
§26. nānābodhisattvanāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335308
§24. bodhisatvasamādhayaḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=335401
§25. bodhisattvadhāraṇyaḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=335411
§26. bodhisattvabalāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335424
§27. bodhisattvavaśitā,/polyglotta/index.php?page=record&vid=263&level=2&cid=335435
§28. bodhisattvānāṃ catvāri vaiśāradyāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335446
§29. aṣṭādaśāveṇikabodhisattvadharmāḥ,/polyglotta/index.php?page=record&vid=263&level=2&cid=335451
§30. bodhisattvānāṃ sūtrāntanirgatāni kāni cid guṇanāmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335470
§31. daśabhūmināmāni,/polyglotta/index.php?page=record&vid=263&level=2&cid=335549
